,alt,sum,brw,mhd,thd,nwr,kum,mlo,smo,cgo,ush,psa,spo
1997-10-01,9.927643904396339,,10.48059291984606,,,10.416928923817885,31.8894863509473,9.337413925241556,8.20627045653324,13.667657148663729,,,8.035067292080676
1997-11-01,10.299110609804718,,10.506550782363087,,,9.830038822082466,22.015710084572987,9.443014972564418,8.255435313800968,7.979643737458461,,,8.023922713920232
1997-12-01,10.638556645570429,,10.6861695513523,,,10.76644812267615,10.616390489561951,9.40558840029212,8.104711638232025,1.6609938186447644,,,8.24767918310205
1998-01-01,10.836885167460295,,10.634197612842406,,,10.537071796400724,11.346113262935194,9.48956152928868,8.505901240875058,13.651521152680289,,8.399876616187925,8.506786282910474
1998-02-01,10.812694596517584,,10.61006076290499,,,9.567381888420531,10.577654429267032,9.961768137090665,8.298324825554284,15.060347988735161,,8.58921471439138,8.674127336486855
1998-03-01,10.70256986410031,,10.691862429987854,,,9.883111136432879,10.961277771217626,9.566394336705253,8.511136863069789,2.6384459242963754,,8.193360854064306,8.494855060601546
1998-04-01,10.719919843624847,,10.656397478538915,,,10.334085363413333,10.559700556479077,9.875172864909244,8.544570564979944,0.9683269924228668,,8.365256606870911,8.086990794501057
1998-05-01,10.949818279111959,,10.82191397810292,,,10.367227970525496,14.057830823003053,10.257988054284445,8.586590606132082,12.052876358561633,,8.411963060670402,8.494512730766788
1998-06-01,10.857479109208255,,10.733371990479602,,,10.580191568862482,13.169423908031838,9.856483868422881,8.806083998885782,28.73084371011865,,8.678865825085692,8.686347778094055
1998-07-01,11.531175385763476,,10.790635933006431,,,11.46497155414088,11.673898023161913,10.591927854791786,8.962631652539617,13.442944610921444,,8.97331082857588,8.63787824878255
1998-08-01,11.16511236615669,,11.019509529463075,,,10.773621661862435,11.918185745715418,10.065709523998915,8.6662762913215,21.052406125439365,,9.13337475803306,8.743048973401459
1998-09-01,11.615662560944246,,11.195099823256706,,,10.516619702555397,12.212741946186743,10.34644386655294,9.01974907483956,16.178516038208542,,9.321024040887266,8.897298756802522
1998-10-01,11.413094150813329,,11.395346666189708,,,10.329662028744822,12.034341946223593,11.139567213000237,8.910048857978515,15.625150468962335,,9.530214876412899,8.973652089740424
1998-11-01,11.653948386354918,,12.21087371605532,10.384145861242736,,11.452771707222336,11.739991814676461,10.755240740033827,9.587249691911328,11.919755510110065,,9.34861639912295,9.039521864374807
1998-12-01,11.927133421615519,,11.709753960282226,12.164603710204057,,10.616268362597609,12.15738368886177,10.702114919258582,9.455185637103249,14.546202789858162,,9.234995025518295,9.093574581205509
1999-01-01,12.19110966599343,,12.329799576466478,12.251461331432262,,10.92141006091669,12.029265716667432,10.98434566452682,9.559555258445938,11.040382941474837,,9.355469731326396,8.983997615650827
1999-02-01,12.17695578117457,,12.184368402617313,11.98342312583623,,11.164083123182817,12.722473480256191,11.265574265050088,9.560819147475085,16.85593941508831,,9.170247016286002,9.151492216799937
1999-03-01,12.121077761724045,,11.910769280229104,11.36347594021463,,11.76484021281818,12.893869309625957,10.31185461921178,9.77007877485591,14.923753756879215,,9.066234710679064,9.412215139046841
1999-04-01,12.248354535020557,,12.116277514147182,11.658879147674241,,10.730260950414776,12.40551156859567,10.596542843455266,9.818721033367142,13.779390159660261,,9.460170590257633,9.492744358717061
1999-05-01,11.86096905456972,,11.845095540515906,11.643419638557269,,11.180086824545475,13.109663478464748,11.012332570307237,9.952023378503164,14.18735221426558,,10.235480425014101,9.30178669281095
1999-06-01,12.21333976696005,,11.817897714730227,11.205402024357074,,11.517339540063011,12.373369934744337,11.221388775313084,10.052702469589779,11.712698827208948,,9.622295474105846,9.536528992088217
1999-07-01,11.932646414892242,,12.301733235367294,12.381871474404619,,11.742532925723731,12.711474809142409,11.371093817306189,16.937173714802135,14.692139038802962,,9.918359286351594,9.625336635433191
1999-08-01,12.01394647257727,,11.973352739195922,12.27051176359933,,11.877313543622654,69.36570657101122,11.206263898334338,11.960995993188725,14.669023237550613,,9.971262866332209,9.726049409856117
1999-09-01,12.773054490984434,,12.105156485675067,11.355735192899438,,11.430550435084497,20.039423346464357,11.057309082111168,10.01119000833326,13.002597764830673,,9.959376791231003,9.963143757816127
1999-10-01,12.898686384711189,,12.400398759393322,9.897356511540748,,12.812356670591903,15.578257683786546,11.176542716434037,10.103263994932746,13.728013161798376,,10.359838807057006,10.029711059505516
1999-11-01,12.648204372576362,,12.851672619484376,8.67451616119547,,12.587920109386761,13.029028186463208,11.712385073942706,10.457739148442414,17.82599835152034,,10.397354043980528,9.997580848535044
1999-12-01,13.076321843290456,,12.657108495939292,7.7511052638050115,,11.438652499390098,13.926346466978446,11.27996527550974,10.843023725514204,16.42321949685859,,10.605763356618514,10.123294647242862
2000-01-01,13.035430902722691,,13.155459020602922,7.044761414531676,,12.161048514609064,23.036257065574297,11.805214568349658,11.022895748262538,13.056208667220684,,10.404055348815502,9.98707654603323
2000-02-01,12.959326384142233,,12.770358024380956,6.572042687093728,,13.170247235919613,13.062868326148681,11.532507891397206,10.689615066467384,15.331069366162058,,10.424483959264226,10.297832236761325
2000-03-01,12.907440053759693,,12.98554816146228,6.322150483391048,,12.443758123367145,14.024224913027512,11.346570335441053,11.056412232845855,16.21199768485649,,10.898132122532498,10.435267414884178
2000-04-01,13.245384767163001,,13.063267998629177,6.242312126901031,,12.723311645207707,23.101641321373023,12.000345630159275,10.871104541364657,12.431003911859,,10.636877595158854,10.732286558747846
2000-05-01,13.96262513626359,,12.971117147579578,6.331275391494181,,11.985925795438177,14.450777875982448,11.110510828528145,10.769176261414147,19.92692361975223,,10.868800082225784,19.05318239482713
2000-06-01,12.787173602328817,,13.446955335891042,6.576433870524369,,12.775308822818552,12.49942805901576,12.265670582944441,10.758712013211873,15.947285038753014,,10.754874059327754,10.050537154045458
2000-07-01,13.237677129381975,,13.392183821232123,6.943947127754926,,12.447381675215153,14.92283494962257,11.494146350510462,10.821861317200408,14.28747822810923,,10.655091947719363,4.322654782569341
2000-08-01,13.509987552469457,,13.255682161398223,7.439501676846751,,13.048346686513968,17.502096610640297,12.459939214916215,10.906117067828701,16.795869926585514,,11.032408813921466,6.655198423286756
2000-09-01,13.131433019206217,,13.100510960375258,8.033622484096686,,12.61097042660863,13.102759383822592,11.996901935441791,10.95098512469492,16.26050344457526,,11.085120088819474,22.538717601169697
2000-10-01,13.302484302205402,,13.584360972405847,8.684218855283504,,13.38158231025206,9.577066532195248,12.422931568504913,11.305948303024692,14.026890779569255,,11.097042770972493,-3.0300702296135062
2000-11-01,13.745278544997268,,14.044896233153779,9.416864940481926,,14.605312196280172,77.67280759529129,12.410637089739492,11.0798073969991,15.30568085406206,,11.201764907099282,12.516632956718174
2000-12-01,13.86955689296002,,13.636888896679222,10.164359760258405,,13.17192016886921,15.452669934161783,12.293108016713454,11.69789261267592,20.887684289368885,,10.985616181157633,11.215494445478239
2001-01-01,13.672859270992646,,14.126689868331265,10.958669014225862,,12.74152701741819,15.1325365446299,12.610843930154315,11.439111995218212,21.52935596186065,,10.994038968567828,11.060621510778713
2001-02-01,13.875486110185115,,14.137209945702729,11.758283743829136,,13.035172242989306,15.275758888312033,12.47731995968218,11.904723211936435,15.757437939381644,,11.106666147029555,10.990845618740027
2001-03-01,14.150896989721913,,13.709160741976909,12.467013365051535,,12.475166559336527,14.316792836805003,12.794192776302257,12.189949147773149,14.366867136371521,,11.184532393059424,10.959217064337434
2001-04-01,14.250427922790344,,14.260036306054861,13.218779885115758,,14.141396389073904,37.77309545042914,12.756201036336307,11.875101090781468,14.45335078679919,,11.29742034620664,11.279804294681503
2001-05-01,14.098607279850302,,13.92444041584323,13.894723372987539,,14.266616138634324,14.568360501670263,12.695024944149392,17.631923002258954,15.538835922863033,,11.322659341613008,11.438610010652335
2001-06-01,14.0340443802994,,14.003456860959611,14.512139051489026,,13.110080902308622,14.094179427781544,12.578235662290435,11.541781682528828,16.35049589126879,,11.490965189426747,11.099405151524795
2001-07-01,13.946891375085672,,14.022039666965483,14.68212857037838,,14.021841329151462,15.720046711245317,12.646613022608566,7.6870920071220805,17.503696688346764,,11.337233187844955,11.637489554827521
2001-08-01,14.074061236811367,,13.937773373867199,13.758951969993538,,13.226165577924936,13.468535890251772,12.933551658419768,10.97837716125612,15.977690975532822,,12.300571705765392,11.549528506005306
2001-09-01,13.922821332665693,,13.91093634286062,14.337069679148472,,13.825237541061696,12.181666718132092,12.962327418748318,32.66989198000683,20.12253708125609,,12.213158148198493,11.520815871023041
2001-10-01,14.786399530316903,,14.219746107472929,14.549906114132988,,13.752284874038876,17.720074693892567,13.194790284966956,9.658547202298296,15.16010435181568,,12.013719987225388,11.643338129748788
2001-11-01,14.71948472204044,,14.370767939931891,13.588450749224958,,13.182403177039673,20.776764700478726,13.114353953308171,12.395705372474783,18.483640733395173,,12.024149625537559,11.871368348002704
2001-12-01,14.859161360405539,,14.771499113241465,13.66878484840351,,14.477296798308341,14.041062774829308,13.467831136697441,12.387106395763093,17.46101398213461,,12.124935173644982,11.969714617808089
2002-01-01,14.602243244075265,,15.369794565144488,14.217701239000993,,14.714387885159379,17.410824041482567,13.671778075860425,12.848700071564775,16.687777256054908,,12.177029036391232,12.245360962778097
2002-02-01,14.564535516569762,,14.842636310797111,14.465414340709659,,13.922296690222767,19.367689181914482,12.983261421422156,13.043571130008061,23.204402982756285,,12.059536463728682,10.432016544039891
2002-03-01,14.823975385523447,,14.487599154936222,14.45337157529719,14.134139854332771,14.295885073841728,14.77276777866766,13.779798011403626,12.241154425504869,14.213516238075044,,12.085639505731452,20.980661778286738
2002-04-01,14.592432660747246,,14.33288682118231,14.518891284498117,14.25243143164004,13.963866423516674,17.390747120327156,13.51307095981544,12.740333924251125,15.092973936673012,,12.241551672748399,9.090220150909055
2002-05-01,14.618667636667924,,14.373157689866492,14.015873570272005,14.370545858992463,14.370525613085798,16.552050120656443,13.813874700164627,11.918912165727145,17.214585974238744,,12.443522479334078,11.748352060883962
2002-06-01,14.845821215978921,,14.46049058701645,13.859968068908683,14.134999379291912,14.522847084346886,14.399452337952962,13.256094080385965,13.9560441906692,19.041053740602422,,12.576707299418493,18.910336809241787
2002-07-01,15.136059000985076,,14.83423690140699,14.025983170113081,14.391387996796126,13.989087699915522,17.07356727862098,13.587884156572333,12.114587519026504,26.67942126174724,,12.681311769287516,8.054904001428817
2002-08-01,15.37988704462572,,14.921245105399558,14.315307573274676,14.229829278573984,13.959404632600974,15.379787349487195,13.500873685269843,14.881244119354008,20.965708375433437,,12.814557486114303,0.5863357571559136
2002-09-01,15.435756023524132,,14.264368146137828,14.511221852766626,14.520103358513062,14.412823027029663,17.542506669440787,13.942363807042852,24.677328204597295,12.172057186454492,,12.935209424689894,-5.592158916230671
2002-10-01,15.18617380989348,,14.634153278717665,14.721929868348578,15.242434362073364,14.726223361510852,15.33107528481736,14.212073433772467,12.881152847802387,16.876168965660003,,12.772108464882264,9.073791975391094
2002-11-01,14.78142922813913,,14.890594193587951,14.740185677050418,14.878360663898249,14.441547659958626,11.834048725731513,14.086062218039224,11.483809929568242,17.394161662907216,,13.071413317178092,12.695872576670615
2002-12-01,14.8708231119967,,14.929419612542342,15.233132116476217,14.791506789336651,14.842040309415982,27.83219384145731,13.575596328716571,12.424754110705187,15.10728160874027,,13.014052812826623,12.121396997544856
2003-01-01,14.83326115353011,,15.050575865505758,15.252211517147966,15.084030861666708,14.60284148052354,21.341524126761243,14.21314514739678,8.882287735113703,16.203901229066865,,12.85443343334191,11.013998677041608
2003-02-01,15.720631118661606,,15.210161955870921,15.087086066400262,14.571137045702992,14.459851940012154,23.532639971372465,13.854229607586923,19.939323606716126,19.120394534256256,,12.85688591991308,4.556418722158128
