116.000,495.000,167.000,29.0000,124.000,52.0000,38.0000,38.0000,38.0000,38.0000,1440.00,1440.00,1440.00,1440.00,29.0000,124.000,52.0000
116.000,495.000,167.000,29.0000,124.000,52.0000,38.0000,38.0000,38.0000,38.0000,1440.00,1440.00,1440.00,1440.00,29.0000,124.000,52.0000
116.000,495.000,167.000,29.0000,124.000,52.0000,38.0000,38.0000,38.0000,38.0000,1440.00,1440.00,1440.00,1440.00,29.0000,124.000,52.0000
116.000,712.000,167.000,35.0000,178.000,42.0000,38.0000,38.0000,38.0000,38.0000,1440.00,1440.00,1440.00,1440.00,35.0000,178.000,42.0000
116.000,712.000,167.000,35.0000,178.000,42.0000,38.0000,38.0000,38.0000,38.0000,1440.00,1440.00,1440.00,1440.00,35.0000,178.000,42.0000
116.000,712.000,167.000,35.0000,178.000,42.0000,38.0000,38.0000,38.0000,38.0000,1440.00,1440.00,1440.00,1440.00,35.0000,178.000,42.0000
261.000,363.000,116.000,85.0000,124.000,29.0000,38.0000,38.0000,38.0000,38.0000,1440.00,1440.00,1440.00,1440.00,85.0000,124.000,29.0000
261.000,363.000,116.000,85.0000,124.000,29.0000,38.0000,38.0000,38.0000,38.0000,1440.00,1440.00,1440.00,1440.00,85.0000,124.000,29.0000
261.000,363.000,116.000,85.0000,124.000,29.0000,38.0000,38.0000,38.0000,38.0000,1440.00,1440.00,1440.00,1440.00,85.0000,124.000,29.0000
139.000,712.000,116.000,52.0000,178.000,42.0000,38.0000,38.0000,38.0000,38.0000,1440.00,1440.00,1440.00,1440.00,52.0000,178.000,42.0000
139.000,712.000,116.000,52.0000,178.000,42.0000,38.0000,38.0000,38.0000,38.0000,1440.00,1440.00,1440.00,1440.00,52.0000,178.000,42.0000
139.000,712.000,116.000,52.0000,178.000,42.0000,38.0000,38.0000,38.0000,38.0000,1440.00,1440.00,1440.00,1440.00,52.0000,178.000,42.0000
